code,name,details,specs,imageUrl,price,SOH
SEP0201,BAR BENDING ROD 8 X 12MM,SATA 1/2" DR. QUICK RELEASE RATCHET TEAR DROP,,/Home/Image/17332,993.60,200
SEP0202,STEEL PROP ADJUSTABLE 2-3M X2MM,AMIG ALUMINIUM HANDLE GAMMA EP.BLACK,STEEL PROP ADJUSTABLE 2-3M X2MM (CROSS PLATE 120x120x4MM),/Home/Image/17331,496.80,200
SEP0203,STEEL PROP ADJUSTABLE 2-3M X2MM,CROCODILE TAPE SEAL-M 10CM X 3M,STEEL PROP ADJUSTABLE 2-3M X2MM (CROSS PLATE 120x120x4MM),/Home/Image/17331,496.80,200
SEP0204,STEEL PROP ADJUSTABLE 2-3M X2MM,WHITE CEMENT 25KG KNIGHT BRAND,STEEL PROP ADJUSTABLE 2-3M X2MM (CROSS PLATE 120x120x4MM),/Home/Image/17331,496.80,200
SEP0205,STEEL PROP ADJUSTABLE 2-3M X2MM,WATER PROOF FIBERGLASS MESH,STEEL PROP ADJUSTABLE 2-3M X2MM (CROSS PLATE 120x120x4MM),/Home/Image/17331,496.80,200
SEP0206,CONDUIT ROLL ORANGE Z1,CROCODILE ANTI SLIP QUCIK SPRAY,,/Home/Image/17054,205.20,200
SEP0207,CONDUIT ROLL ORANGE Z1,CONDUIT MALE ADAPTOR,,/Home/Image/17054,205.20,200
SEP0208,CONDUIT ROLL ORANGE Z1,ALUMINIUM FOIL FACING ROLL 1.2M X 50M,,/Home/Image/17054,205.20,200
SEP0209,CONDUIT ROLL ORANGE Z1,CONDUIT ROLL BLACK Z1,,/Home/Image/17054,205.20,200
SEP0210,CONDUIT JUNCTION BOX 20MM,CONDUIT PIPE BLACK LITAFLEX 3 METER,,/Home/Image/17050,27.00,200
SEP0211,CONDUIT JUNCTION BOX 20MM,CONDUIT BEND LITAFLEX - BLACK,,/Home/Image/17050,27.00,200
SEP0212,CONDUIT JUNCTION BOX 20MM,SCG ELEPHANT GYPSUM BOARD,,/Home/Image/17050,27.00,200
SEP0213,CONDUIT JUNCTION BOX 20MM,STAR BRAND GYPSUM BOARD,,/Home/Image/17050,27.00,200
SEP0214,CONDUIT JOINT,CONDUIT PIPE BLACK LITAFLEX 3 METER,,/Home/Image/17046,27.00,200
SEP0215,CONDUIT JOINT,CONDUIT BEND LITAFLEX - BLACK,,/Home/Image/17046,27.00,200
SEP0216,CONDUIT JOINT,CONDUIT ROLL BLACK Z1,,/Home/Image/17046,27.00,200
SEP0217,CONDUIT JOINT,CONDUIT ROLL ORANGE Z1,,/Home/Image/17046,27.00,200
SEP0218,CONDUIT GLAND,CONDUIT PIPE BLACK LITAFLEX 3 METER,,/Home/Image/17043,27.00,200
SEP0219,CONDUIT GLAND,CONDUIT BEND LITAFLEX - BLACK,,/Home/Image/17043,27.00,200
SEP0220,CONDUIT GLAND,DOOR STOPPER RUBBER RED,,/Home/Image/17043,27.00,200
SEP0221,CONDUIT GLAND,CONDUIT JUNCTION BOX 20MM,,/Home/Image/17043,27.00,200
SEP0222,CONDUIT FEMALE ADAPTOR,CONDUIT PIPE BLACK LITAFLEX 3 METER,,/Home/Image/17040,27.00,200
SEP0223,CONDUIT FEMALE ADAPTOR,CONDUIT BEND LITAFLEX - BLACK,,/Home/Image/17040,27.00,200
SEP0224,CONDUIT FEMALE ADAPTOR,CABINET DOOR WITH FRAME PVC,,/Home/Image/17040,27.00,200
SEP0225,CONDUIT FEMALE ADAPTOR,CONDUIT MALE ADAPTOR,,/Home/Image/17040,27.00,200
SEP0226,CONDUIT ELBOW,CONDUIT PIPE BLACK LITAFLEX 3 METER,,/Home/Image/17037,27.00,200
SEP0227,CONDUIT ELBOW,CONDUIT BEND LITAFLEX - BLACK,,/Home/Image/17037,27.00,200
SEP0228,CONDUIT ELBOW,FLOOR SKIRTING PVC 8CM X 2M WITH CABLE SLOT,,/Home/Image/17037,27.00,200
SEP0229,CONDUIT ELBOW,CONDUIT MALE ADAPTOR,,/Home/Image/17037,27.00,200
SEP0230,CONDUIT BEND LITAFLEX - BLACK,CONDUIT PIPE BLACK LITAFLEX 3 METER,,/Home/Image/17034,27.00,200
SEP0231,CONDUIT BEND LITAFLEX - BLACK,SCG SMART BOARD,,/Home/Image/17034,27.00,200
SEP0232,CONDUIT BEND LITAFLEX - BLACK,CONDUIT ELBOW,,/Home/Image/17034,27.00,200
SEP0233,CONDUIT BEND LITAFLEX - BLACK,CONDUIT MALE ADAPTOR,,/Home/Image/17034,27.00,200
SEP0234,CONCRETE MIXER ELECTRIC WITH WHEEL,SIKA GROUT 214 25KG GREY,,/Home/Image/16234,8100.00,200
SEP0235,CONCRETE MIXER ELECTRIC WITH WHEEL,CROCODILE TILE CEMENT 20KG RED,,/Home/Image/16234,8100.00,200
SEP0236,CONCRETE MIXER ELECTRIC WITH WHEEL,CROCODILE GATOR TILE CEMENT 25KG,,/Home/Image/16234,8100.00,200
SEP0237,CONCRETE MIXER ELECTRIC WITH WHEEL,SIKA TILE CEMENT - 25KG,,/Home/Image/16234,8100.00,200
SEP0238,SUPER EC 98 STOPPING COMPOUND 20KG,CROCODILE WALL PUTTY,,/Home/Image/16225,432.00,200
SEP0239,SUPER EC 98 STOPPING COMPOUND 20KG,ALUMINIUM FOIL FACING ROLL 1.2M X 50M,,/Home/Image/16225,432.00,200
SEP0240,SUPER EC 98 STOPPING COMPOUND 20KG,CROCODILE FLEX SHIELD WATER PROOFING 1K,,/Home/Image/16225,432.00,200
SEP0241,SUPER EC 98 STOPPING COMPOUND 20KG,HOMEY 560 ACRYLIC GAP SEALANT 280ML,,/Home/Image/16225,432.00,200
SEP0242,LINOLIUM PVC SPONGE FLOORING,LINOLIUM PVC FLOORING,LINOLIUM PVC SPONGE FLOORING (Tharafaalu) 1.20MMx183CMx25M K13614,/Home/Image/15816,1674.00,200
SEP0243,LINOLIUM PVC SPONGE FLOORING,LINOLIUM PVC FLOORING,LINOLIUM PVC SPONGE FLOORING (Tharafaalu) 1.20MMx183CMx25M K13614,/Home/Image/15816,1674.00,200
SEP0244,LINOLIUM PVC SPONGE FLOORING,WOODEN BORDER,LINOLIUM PVC SPONGE FLOORING (Tharafaalu) 1.20MMx183CMx25M K13614,/Home/Image/15816,1674.00,200
SEP0245,LINOLIUM PVC SPONGE FLOORING,SPC FLOORING,LINOLIUM PVC SPONGE FLOORING (Tharafaalu) 1.20MMx183CMx25M K13614,/Home/Image/15816,1674.00,200
SEP0246,LINOLIUM PVC FLOORING,SPC FLOORING,LINOLIUM PVC FLOORING 1.6MMx183CMx25M K13613,/Home/Image/15809,1674.00,200
SEP0247,LINOLIUM PVC FLOORING,WOODEN BORDER,LINOLIUM PVC FLOORING 1.6MMx183CMx25M K13613,/Home/Image/15809,1674.00,200
SEP0248,LINOLIUM PVC FLOORING,3M MAT WITH HOLE,LINOLIUM PVC FLOORING 1.6MMx183CMx25M K13613,/Home/Image/15809,1674.00,200
SEP0249,LINOLIUM PVC FLOORING,LINOLIUM PVC SPONGE FLOORING,LINOLIUM PVC FLOORING 1.6MMx183CMx25M K13613,/Home/Image/15809,1674.00,200
SEP0250,HDF MOULDED DOOR 6 PANEL,AMIG METALLIC DOOR LOCK 770,HDF MOULDED DOOR 6P,/Home/Image/15559,1782.00,200IUM FENCING GRILL 1.2M WIDE,,/Home/Image/17054,205.20,200
SEP0209,CONDUIT ROLL ORANGE Z1,VENTILATOR HOSE PVC 5M,,/Home/Image/17054,205.20,200
SEP0210,GLASS BLOCK CLEAR,VRH POLISHED GLASS SHELF FOR BATHROOM - MARATHON,GLASS BLOCK 20X20CM,/Home/Image/17000,86.40,200
SEP0211,GLASS BLOCK CLEAR,VRH GLASS SHELF 600MM - BAMBOLA,GLASS BLOCK 20X20CM,/Home/Image/17000,86.40,200
SEP0212,GLASS BLOCK CLEAR,CROCODILE FLEX SHIELD WATER PROOFING 1K,GLASS BLOCK 20X20CM,/Home/Image/17000,86.40,200
SEP0213,GLASS BLOCK CLEAR,CONDUIT MALE ADAPTOR,GLASS BLOCK 20X20CM,/Home/Image/17000,86.40,200
SEP0214,SCAFFOLDING PLANK FOR JUNG 420X1829MM,SCAFFOLD FRAME SET 1219x1700MM,,/Home/Image/16946,864.00,200
SEP0215,SCAFFOLDING PLANK FOR JUNG 420X1829MM,CROCODILE FLEX SHIELD WATER PROOFING 2K,,/Home/Image/16946,864.00,200
SEP0216,SCAFFOLDING PLANK FOR JUNG 420X1829MM,DUNLOP TILE CEMENT - 20KG,,/Home/Image/16946,864.00,200
SEP0217,SCAFFOLDING PLANK FOR JUNG 420X1829MM,AMIG DOOR STOPPER MOD.710,,/Home/Image/16946,864.00,200
SEP0218,YATO TELESCOPIC SUPPORT BAR 125-290CM,CROCODILE ROOF SHIELD WATER PROOFING 4KG,YATO TELESCOPIC SUPPORT BAR 125-290CM YT-64552,/Home/Image/16797,486.00,200
